modelDirectory,sourceFile,bbhTaskCount,bbhMacroMean,bbhTaskSd,bbhTaskMin,bbhTaskMax
JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,results_2025-02-18T17-55-04.123975.json,24,32.09061603092831,18.077097707716668,10.4,74
JayHyeon_Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,results_2025-01-14T02-50-52.528378.json,24,31.404318913679344,17.96733947223338,10.4,74
JayHyeon_Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,results_2025-02-13T18-27-04.338360.json,24,31.885753125602744,17.937601996881753,10,74.8
JayHyeon_Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,results_2025-01-09T03-58-26.030948.json,24,32.608064671010915,17.596756735668453,10.4,74.8
JayHyeon_Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,results_2025-02-13T18-27-04.338360.json,24,32.18465643131055,18.31789757042657,8,74
JayHyeon_Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,results_2025-02-13T18-27-04.338360.json,24,32.24432330896175,17.936163055371992,8,73.6
JayHyeon_Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,results_2025-01-15T05-30-28.203370.json,24,31.814291938388127,17.971920326360117,10,75.6
JayHyeon_Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,results_2025-01-15T05-21-45.094032.json,24,31.940645936407787,18.10781731473347,9.2,74.4
JayHyeon_Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,results_2025-02-13T18-27-04.338360.json,24,31.530652457997206,17.970979226642193,9.2,74
JayHyeon_Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,results_2025-02-13T18-27-04.338360.json,24,31.683351578419433,17.942702580908488,9.2,74.4
JayHyeon_Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,results_2025-02-13T18-27-04.338360.json,24,32.10570160312576,18.00574313718326,9.6,74.4
JayHyeon_Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,results_2025-01-09T03-09-40.868283.json,24,32.0309586050548,17.746458311429073,11.200000000000001,74.4
JayHyeon_Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.58499805340021,17.371742535356447,11.600000000000001,72.39999999999999
JayHyeon_Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,results_2025-01-13T18-49-20.675984.json,24,32.25125170893353,18.28148833004371,10.8,74
JayHyeon_Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,31.32229900705578,18.284362233469192,10.4,75.2
JayHyeon_Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,results_2025-01-09T03-35-02.133914.json,24,32.76001729304928,17.965845206238736,11.200000000000001,75.2
JayHyeon_Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,results_2025-01-07T23-53-04.755874.json,24,32.67409470763552,18.104643718198062,8.799999999999999,74.4
JayHyeon_Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,results_2025-01-15T09-12-32.791967.json,24,32.292563083414066,18.136834532884656,9.6,73.2
JayHyeon_Qwen_0.5-DPO_3e-7-2ep_0alp_0lam,results_2025-01-15T09-11-14.790371.json,24,32.55735108237259,18.039993229519343,10,73.2
JayHyeon_Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,results_2025-01-15T09-23-39.196530.json,24,32.58394284267221,17.940230542477405,8.4,71.6
JayHyeon_Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.182747858122916,17.796751712789835,9.6,71.6
JayHyeon_Qwen_0.5-DPO_5e-7-2ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.99192088381942,17.807558285739066,11.600000000000001,73.6
JayHyeon_Qwen_0.5-DPO_5e-7-3ep_0alp_0lam,results_2025-01-08T03-45-44.132699.json,24,32.712145602920536,17.82089750740299,9.6,72.8
JayHyeon_Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.79091360416724,17.60725263254358,8.799999999999999,72
JayHyeon_Qwen_0.5-IPO_5e-7-3ep_0alp_0lam,results_2025-01-26T04-48-22.284565.json,24,32.63844279424729,16.88933362976705,9.6,66.4
JayHyeon_Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.42353334886223,17.838522408014505,10.8,72.39999999999999
JayHyeon_Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam,results_2025-02-13T18-27-04.338360.json,24,31.9805425896554,18.03426911173213,10.8,74.4
JayHyeon_Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,results_2025-01-09T04-15-28.904556.json,24,32.547319124663865,18.19569976456067,10.4,74.8
JayHyeon_Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,results_2025-01-09T04-04-45.876414.json,24,33.14225693635648,17.739261497027307,10.8,74.8
JayHyeon_Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,results_2025-02-13T18-27-04.338360.json,24,33.61518077587983,17.706943150413473,7.6,72
JayHyeon_Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.31121828613069,17.40702749792905,10.8,72
JayHyeon_Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,results_2025-01-15T09-24-06.937216.json,24,32.57435380157632,17.68222765676429,9.6,72
JayHyeon_Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.13578303108222,17.63710579084601,10,72.39999999999999
JayHyeon_Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,results_2025-01-09T03-26-15.034504.json,24,32.660534602971836,17.70660107989581,9.6,72.39999999999999
JayHyeon_Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.45892360302316,17.50834672839857,11.200000000000001,70.8
JayHyeon_Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.61453857628518,17.919797399843592,7.6,74
JayHyeon_Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,results_2025-01-21T07-13-13.514593.json,24,31.79765517720094,18.033008633105297,9.6,74.4
JayHyeon_Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam,results_2025-01-09T04-48-35.371892.json,24,32.15761875013204,17.66684958004899,8,72.8
JayHyeon_Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,results_2025-01-09T04-44-39.692037.json,24,31.77585793744926,17.952848992975138,9.2,74.4
JayHyeon_Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.33548545784329,18.930997259186764,8,72.39999999999999
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,31.754991018753472,17.95710978678428,10,74
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,31.966238990873894,18.010862754260273,10.8,74.8
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,31.975521884912194,17.848388024199302,10,73.6
JayHyeon_Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.48229336342538,18.230102254697226,6.800000000000001,73.2
JayHyeon_Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,results_2025-01-13T15-45-01.205704.json,24,32.654545097874596,18.335442978295927,6.4,75.6
JayHyeon_Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam,results_2025-01-13T17-57-25.419354.json,24,32.72739110084265,18.371579092696294,10,74
JayHyeon_Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,results_2025-01-14T01-52-42.526523.json,24,31.296903109264477,18.263437476840533,9.2,73.2
JayHyeon_Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.20956580261781,17.81902749766062,7.6,73.2
JayHyeon_Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,31.80087717709833,18.129583743091487,10,74.4
JayHyeon_Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam,results_2025-01-13T17-52-55.439417.json,24,31.9465670567274,18.24744407374481,10,74.8
JayHyeon_Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,results_2025-02-27T10-38-23.212605.json,24,32.77967977541808,17.826887802544842,10.8,72.39999999999999
JayHyeon_Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,results_2025-02-18T18-02-25.746599.json,24,32.45102552473828,16.875659166422217,9.6,66.4
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,results_2025-01-25T09-34-19.451187.json,24,32.18020653711832,18.094156509011032,10,74.8
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,results_2025-02-25T00-37-19.926047.json,24,32.343315151350545,17.95095797075514,11.200000000000001,75.2
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,results_2025-02-25T00-38-16.358599.json,24,32.2699453909483,17.99508397565126,10.8,74.8
JayHyeon_Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,32.5505796038594,18.00278880521256,11.600000000000001,74
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam,results_2025-02-13T18-27-04.338360.json,24,33.137352547466726,17.770599616598208,11.200000000000001,73.2
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,results_2025-02-25T03-20-46.678124.json,24,32.81993681712964,17.4218550472564,10.8,72.8
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,results_2025-02-24T17-43-57.079384.json,24,32.9802364425978,17.535106602417958,10.4,72.39999999999999
JayHyeon_Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,results_2025-01-26T01-45-44.854883.json,24,32.19547893625386,16.871079613190204,10.4,63.2
jebish7_gemma-2-9b-it,results_2025-02-06T20-01-35.038625.json,24,59.49210568047723,16.086447634201058,28.799999999999997,84.8
jebish7_Llama-3-Nanda-10B-Chat,results_2025-02-18T16-16-25.862303.json,24,49.58605204321645,18.764932818455556,11.200000000000001,79.2
jebish7_Llama-3.1-8B-Instruct,results_2025-02-06T12-17-02.420246.json,24,50.88388495224864,14.712099600173241,16.400000000000002,81.6
jeffmeloy_Qwen2.5-7B-minperplexity-2,results_2024-12-03T20-09-20.636372.json,24,55.2390586276348,18.17097576842992,16.400000000000002,86
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v0.9,results_2024-11-13T03-54-51.081772.json,24,54.69701834138723,14.76218870128937,17.599999999999998,80.4
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.0,results_2024-11-14T12-55-04.681817.json,24,54.176277190322594,15.921400201113288,15.2,82.8
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.1,results_2024-11-10T05-48-20.418763.json,24,48.640249867140106,15.154248100443928,17.2,79.2
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.2,results_2024-11-10T05-48-59.875913.json,24,49.459297929086695,15.001604476035292,16,76
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.3,results_2024-11-10T05-52-36.690886.json,24,50.260554850901975,15.321740281986594,15.2,75.6
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.5,results_2024-11-20T01-39-50.321433.json,24,55.22599149696679,15.600329089713533,17.599999999999998,81.6
jeffmeloy_Qwen2.5-7B-olm-v1.2,results_2025-01-01T22-43-57.626039.json,24,55.333404297115614,16.830763594707886,15.2,82.39999999999999
jeffmeloy_Qwen2.5-7B-olm-v1.3,results_2025-01-18T04-41-41.249302.json,24,55.31852688351705,16.544197245117402,16.8,83.6
jeffmeloy_Qwen2.5-7B-olm-v1.5,results_2025-02-27T09-43-53.906040.json,24,55.43943528577703,17.004191944793945,15.6,85.6
jiangxinyang-shanda_Homer-LLama3-8B,results_2024-11-10T09-58-15.357580.json,24,51.73242047543127,16.861086693385666,18,76.4
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,results_2025-02-13T18-27-04.338360.json,24,48.79796567289935,17.487694497103618,16,78.8
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,results_2024-09-23T10-55-46.640885.json,24,49.34584036729416,17.58939816285595,16.400000000000002,78
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert_p-beta10-gamma0.3-lr1.0e-6-scale-log,results_2025-02-13T18-27-04.338360.json,24,49.164147939389004,16.365308176510545,20,77.60000000000001
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bleu-beta0.1-no-length-scale-gamma0.4,results_2024-09-09T07-20-40.829244.json,24,49.86088445592742,17.08086232426441,16.8,77.60000000000001
Jimmy19991222_llama-3-8b-instruct-gapo-v2-rouge2-beta10-1minus-gamma0.3-rerun,results_2025-02-13T18-27-04.338360.json,24,49.40463886115546,17.16458658293583,19.2,78.8
Jimmy19991222_llama-3-8b-instruct-gapo-v2-rouge2-beta10-gamma0.3-lr1.0e-6-scale-log,results_2025-02-13T18-27-04.338360.json,24,49.16007558129805,16.8345366796283,18,77.2
Jimmy19991222_llama-3-8b-instruct-gapo-v2-rougeL-beta10-gamma0.3-lr1.0e-6-scale-log,results_2024-09-23T10-57-23.954689.json,24,49.524893485736044,17.01848369346996,19.6,78.8
Jimmy19991222_Llama-3-Instruct-8B-SimPO-v0.2,results_2025-02-13T18-27-04.338360.json,24,49.837110258210494,17.229579298071062,17.599999999999998,77.60000000000001
jlzhou_Qwen2.5-3B-Infinity-Instruct-0625,results_2025-02-07T16-35-38.330845.json,24,47.737746010293506,17.821638637756593,7.199999999999999,78.8
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.01,results_2024-07-22T11-05-35.403491.json,24,50.355198093621716,15.67594957279941,16.400000000000002,79.60000000000001
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.1,results_2024-07-25T22-26-52.820949.json,24,50.18845446835878,14.260260238987282,18.4,78
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01,results_2024-07-18T12-27-23.979317.json,24,48.83576392175521,15.651680670541447,14.000000000000002,78
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.1,results_2024-07-25T17-44-56.707499.json,24,51.40041302485145,14.992736921388515,21.6,80.80000000000001
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.01,results_2024-07-22T11-15-24.947259.json,24,48.543257562725366,15.537980162822734,14.000000000000002,78
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.1,results_2024-07-22T10-53-11.821902.json,24,51.57097379648965,15.147699520855337,20,80.80000000000001
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,results_2024-07-22T10-53-56.880012.json,24,50.40935986635268,15.491082976101376,18,80.4
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,results_2024-07-26T05-39-04.636359.json,24,49.838273210973284,16.281713032086884,16.8,78.8
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,results_2024-07-25T17-23-23.363454.json,24,51.366595291341106,14.697990629322144,22.400000000000002,80.4
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,results_2024-07-25T21-50-59.490636.json,24,49.67337534367295,15.755088243353557,16.400000000000002,78.4
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,results_2024-07-25T21-10-19.778206.json,24,49.18296438476884,15.88376665364835,14.399999999999999,78.4
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,results_2024-07-22T11-17-36.167672.json,24,51.38610942606996,15.087009879702615,20.8,80.80000000000001
johnsutor_Llama-3-8B-Instruct_linear,results_2024-07-26T05-49-40.770735.json,24,50.314968392103076,14.413675099663788,19.6,78.4
johnsutor_Llama-3-8B-Instruct_ties-density-0.1,results_2024-07-26T04-03-34.116430.json,24,50.21445196013956,15.322591119177654,17.599999999999998,78
johnsutor_Llama-3-8B-Instruct_ties-density-0.7,results_2024-07-26T03-41-46.435458.json,24,47.38186124296501,16.497328936289282,8.799999999999999,75.6
Joseph717171_Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,results_2024-10-29T05-27-54.968559.json,24,51.77452540141246,15.27203978520251,20,80.4
Joseph717171_Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,results_2025-02-13T18-27-04.338360.json,24,51.474231271419114,16.649131223092613,21.6,84.39999999999999
Josephgflowers_Cinder-Phi-2-V1-F16-gguf,results_2025-02-13T18-27-04.338360.json,24,43.966162196894935,19.09748061563688,10,84.39999999999999
Josephgflowers_Differential-Attention-Liquid-Metal-Tinyllama,results_2025-02-13T18-27-04.338360.json,24,29.2556113105267,15.593787699591514,6.800000000000001,51.87165775401069
Josephgflowers_TinyLlama-Cinder-Agent-v1,results_2025-02-13T18-27-04.338360.json,24,31.160367351776504,13.68589090454958,8.799999999999999,53.6
Josephgflowers_Tinyllama-STEM-Cinder-Agent-v1,results_2025-02-13T18-27-04.338360.json,24,30.84380842714462,13.770517630391657,8.4,52.800000000000004
Josephgflowers_TinyLlama-v1.1-Cinders-World,results_2025-02-13T18-27-04.338360.json,24,29.979653176003072,14.591165767704693,4.8,53.2
Josephgflowers_TinyLlama_v1.1_math_code-world-test-1,results_2025-02-13T18-27-04.338360.json,24,31.46349750892843,14.622984297956883,9.6,61.6
JungZoona_T3Q-Qwen2.5-14B-Instruct-1M-e3,results_2025-03-13T11-19-17.541040.json,24,75.85971930826707,20.03679024802875,30.4,99.2
JungZoona_T3Q-qwen2.5-14b-v1.0-e3,results_2025-03-13T18-54-06.038301.json,24,75.85971930826707,20.03679024802875,30.4,99.2
Junhoee_Qwen-Megumin,results_2025-02-13T18-27-04.338360.json,24,52.85268124572511,17.498986279837375,12.8,86.8
kayfour_T3Q-Qwen2.5-7B-it-KOR-Safe,results_2025-02-24T23-12-05.080927.json,24,55.499417762263505,15.903562602344909,17.599999999999998,84
keeeeenw_MicroLlama,results_2024-09-16T04-12-27.701485.json,24,30.073139913471653,15.396454029113933,0,53.2
kevin009_llamaRAGdrama,results_2024-08-13T01-41-28.966642.json,24,40.073856670993365,18.78776254810564,4.8,76
Khetterman_DarkAtom-12B-v3,results_2025-02-13T18-27-04.338360.json,24,51.53709655381875,16.950703479384305,15.6,83.6
Khetterman_Kosmos-8B-v1,results_2025-02-13T18-27-04.338360.json,24,52.3352285862363,15.779768003636775,21.2,77.60000000000001
khoantap_llama-3-8b-stock-merge,results_2025-01-21T20-42-27.642353.json,24,51.622557017265876,14.953368243283983,18,82.39999999999999
khoantap_llama-linear-0.5-0.5-1-merge,results_2025-01-21T16-21-35.674922.json,24,56.43013649244941,18.25409728505509,13.200000000000001,85.2
khoantap_llama-linear-0.5-1-0.5-merge,results_2025-01-21T16-53-28.419235.json,24,59.50766502131656,19.118967301343268,16.8,94.39999999999999
khoantap_llama-slerp-merge,results_2025-01-21T16-55-28.551903.json,24,57.827827803151706,19.433975838413303,14.000000000000002,92.80000000000001
khulaifi95_Llama-3.1-8B-Reason-Blend-888k,results_2024-12-27T08-01-29.233950.json,24,47.89526925494477,17.71605341186227,10.4,76.4
Kimargin_GPT-NEO-1.3B-wiki,results_2025-02-13T18-27-04.338360.json,24,30.26339952046975,15.765100270564249,5.2,54
KingNish_qwen-1b-continued,results_2025-03-07T09-37-53.465122.json,24,29.90954389479636,17.72092252051969,0,73.2
KingNish_qwen-1b-continued-v2.1,results_2025-03-08T10-12-52.903270.json,24,30.416583041068993,17.23457059376091,0,72.39999999999999
KingNish_qwen-1b-continued-v2.2,results_2025-03-09T05-05-28.063314.json,24,30.586579449667838,17.23718826719549,2,72.39999999999999
KingNish_Qwen2.5-0.5b-Test-ft,results_2024-09-29T12-44-22.226822.json,24,32.31533857529747,15.273999182856592,8,62.8
KingNish_Reasoning-Llama-3b-v0.1,results_2024-10-26T03-53-11.772801.json,24,43.43359250958279,16.01789473080377,11.600000000000001,78.4
kms7530_chemeng_llama-3-8b-Instruct-bnb-4bit_24_1_100_1,results_2024-10-15T06-58-05.271446.json,24,42.890394469736066,15.47006907566503,14.799999999999999,76
kms7530_chemeng_qwen-math-7b_24_1_100_1_nonmath,results_2024-11-22T02-26-03.950276.json,24,38.92856967853256,15.260829593237329,12,68
Kquant03_CognitiveFusion2-4x7B-BF16,results_2025-02-13T18-27-04.338360.json,24,41.078286111483784,17.100205516726646,12.8,76.8
Kquant03_L3-Pneuma-8B,results_2025-02-13T18-27-04.338360.json,24,49.55043317675484,17.83242983888034,14.000000000000002,81.2
Krystalan_DRT-o1-14B,results_2025-02-13T18-27-04.338360.json,24,63.792753751422914,17.80356745635634,18.8,90.4
Krystalan_DRT-o1-7B,results_2025-02-13T18-27-04.338360.json,24,54.676933396107415,16.362695191173106,15.2,82.8
KSU-HW-SEC_Llama3-70b-SVA-FT-1415,results_2024-09-14T11-15-52.495807.json,24,66.50146340680479,18.455926135597338,28.4,96.8
KSU-HW-SEC_Llama3-70b-SVA-FT-500,results_2025-02-13T18-27-04.338360.json,24,66.92236023098006,18.078461038487983,29.2,96.39999999999999
KSU-HW-SEC_Llama3-70b-SVA-FT-final,results_2024-09-14T11-20-10.542367.json,24,66.50146340680479,18.455926135597338,28.4,96.8
KSU-HW-SEC_Llama3.1-70b-SVA-FT-1000step,results_2024-09-14T13-17-42.155979.json,24,69.0312036516511,18.274669261692967,32.800000000000004,98.8
Kukedlc_NeuralExperiment-7b-MagicCoder-v7.5,results_2025-02-13T18-27-04.338360.json,24,39.88446544778517,17.886354935786333,8.799999999999999,77.60000000000001
Kukedlc_NeuralLLaMa-3-8b-DT-v0.1,results_2024-09-18T14-44-45.615531.json,24,49.86771544360115,13.885141067263044,20,78.4
Kukedlc_NeuralLLaMa-3-8b-ORPO-v0.3,results_2025-02-13T18-27-04.338360.json,24,45.57141539616392,14.043154172739726,16.400000000000002,71.6
Kukedlc_NeuralSynthesis-7B-v0.1,results_2025-02-13T18-27-04.338360.json,24,51.447454810488416,17.66103712842446,15.6,79.60000000000001
Kukedlc_NeuralSynthesis-7B-v0.3,results_2025-02-13T18-27-04.338360.json,24,51.38078814382175,17.66222283052753,15.2,78.8
Kukedlc_NeuralSynthesis-7b-v0.4-slerp,results_2025-02-13T18-27-04.338360.json,24,51.42932549151302,17.76377589623607,15.6,78.8
Kukedlc_Qwen-2.5-7b-Spanish-o1-CoT,results_2024-12-04T02-31-08.583409.json,24,56.019478234435354,16.086875938330262,15.2,85.2
Kumar955_Hemanth-llm,results_2025-02-13T18-27-04.338360.json,24,52.24949070145359,18.42449856004958,14.000000000000002,84.8
Lambent_qwen2.5-reinstruct-alternate-lumen-14B,results_2024-09-28T11-34-19.772653.json,24,64.58988582965894,17.774831509718044,23.200000000000003,93.2
Langboat_Mengzi3-8B-Chat,results_2025-02-13T18-27-04.338360.json,24,46.83725003203179,15.938073370058374,13.200000000000001,76
langgptai_Qwen-las-v0.1,results_2024-09-14T05-01-27.615839.json,24,38.925525629956184,15.180603549714485,5.2,68
langgptai_qwen1.5-7b-chat-sa-v0.1,results_2024-09-14T04-40-26.591950.json,24,43.25267992878654,15.479715626553457,11.600000000000001,80.4
lars1234_Mistral-Small-24B-Instruct-2501-writer,results_2025-03-07T11-12-43.340060.json,24,67.33164099871134,19.329094858202307,22,97.6
LEESM_llama-2-7b-hf-lora-oki100p,results_2024-11-10T03-46-21.542307.json,24,34.91675272036977,16.90528107441623,7.199999999999999,70
LEESM_llama-2-7b-hf-lora-oki10p,results_2024-11-10T03-44-42.609036.json,24,35.3092951305923,16.915297279181765,10,63.6
LEESM_llama-3-8b-bnb-4b-kowiki231101,results_2025-02-13T18-27-04.338360.json,24,41.30805653617178,15.721249861121295,10.8,75.2
LEESM_llama-3-Korean-Bllossom-8B-trexlab-oki10p,results_2025-02-13T18-27-04.338360.json,24,43.43012116932071,14.547577792673295,11.600000000000001,75.2
lemon07r_Gemma-2-Ataraxy-9B,results_2024-09-03T02-22-52.690100.json,24,59.31298417725773,15.90089266814889,28.799999999999997,85.6
lemon07r_Gemma-2-Ataraxy-Advanced-9B,results_2024-10-02T04-48-56.751637.json,24,58.89067263184956,15.60063812072226,30,84.39999999999999
lemon07r_Gemma-2-Ataraxy-v3j-9B,results_2024-10-09T12-11-13.469254.json,24,56.32286961183511,16.428491653602627,27.200000000000003,84
lemon07r_Gemma-2-Ataraxy-v4-Advanced-9B,results_2024-10-15T17-45-28.399685.json,24,60.23627309683861,16.39481743915997,29.2,86
lemon07r_Gemma-2-Ataraxy-v4b-9B,results_2024-10-23T19-06-41.963096.json,24,60.39158192304305,15.963403411318899,30.4,86
lemon07r_Gemma-2-Ataraxy-v4c-9B,results_2024-10-16T19-20-43.025260.json,24,60.843192922991754,16.275284544197394,30.4,86.4
lemon07r_llama-3-NeuralMahou-8b,results_2024-08-13T08-55-19.395372.json,24,41.841123683301525,18.802102768359557,12,76.8
lemon07r_Llama-3-RedMagic4-8B,results_2024-07-25T13-29-35.436402.json,24,42.560489470390415,18.625973077663318,12,77.60000000000001
LenguajeNaturalAI_leniachat-gemma-2b-v0,results_2024-09-03T08-54-22.794959.json,24,30.740211895412042,13.339016691222996,7.199999999999999,51.87165775401069
LenguajeNaturalAI_leniachat-qwen2-1.5B-v0,results_2024-09-30T10-56-03.778577.json,24,36.83559019561203,18.908499159793404,7.199999999999999,72
LeroyDyer_CheckPoint_A,results_2025-02-13T18-27-04.338360.json,24,47.47699745968041,17.21430131263884,15.2,82.39999999999999
LeroyDyer_CheckPoint_B,results_2025-02-13T18-27-04.338360.json,24,47.79947537832488,16.9640959286316,14.000000000000002,82
LeroyDyer_CheckPoint_C,results_2025-02-13T18-27-04.338360.json,24,45.86421544620759,17.877929125543567,16,78.8
LeroyDyer_LCARS_AI_001,results_2025-02-13T18-27-04.338360.json,24,42.57887582559014,16.24323174788068,11.600000000000001,73.6
LeroyDyer_LCARS_AI_1x4_003_SuperAI,results_2025-02-13T18-27-04.338360.json,24,49.19850357370479,17.601247245650114,16,82
LeroyDyer_LCARS_AI_StarTrek_Computer,results_2025-02-13T18-27-04.338360.json,24,44.46191188748298,16.831192914298278,12,78
LeroyDyer_LCARS_TOP_SCORE,results_2025-02-13T18-27-04.338360.json,24,51.27371051825099,17.650295133893962,14.799999999999999,78.4
LeroyDyer_Mixtral_AI_SwahiliTron_7b,results_2025-02-13T18-27-04.338360.json,24,30.550924532013543,13.910513819720705,0,51.87165775401069
LeroyDyer_SpydazWebAI_Human_AGI,results_2025-02-13T18-27-04.338360.json,24,33.74862127508734,15.808914782835442,12,69.19999999999999
LeroyDyer_SpydazWebAI_Human_AGI_001,results_2025-02-13T18-27-04.338360.json,24,34.334219386048744,16.615753399826108,11.200000000000001,68.8
LeroyDyer_SpydazWeb_AI_CyberTron_Ultra_7b,results_2025-02-13T18-27-04.338360.json,24,48.10773610856183,18.78394978289362,11.200000000000001,80.80000000000001
LeroyDyer_SpydazWeb_AI_HumanAGI_001_M2,results_2025-02-13T18-27-04.338360.json,24,48.88172059118468,17.21782682519379,16,81.2
