sample_id,source_csv_line,source_run_id,group_id,group_index,trajectory_rank,N_params_B,D_tokens_B,val_loss,C_FLOPs_1e21,steps,compute_ratio_C_over_6ND,compute_identity_outlier,token_tail_split
B1:1.040867:5000,451,478,N=1.040867B,4,9,1.040867,10.486,2.6816,0.0655,5000,1.0001956386944932,0,train
B1:1.040867:6000,452,479,N=1.040867B,4,10,1.040867,12.583,2.6501,0.0786,6000,1.0002115362648452,0,train
B1:1.040867:7000,453,480,N=1.040867B,4,11,1.040867,14.68,2.6239,0.0917,7000,1.0002228919816512,0,train
B1:1.040867:8000,454,481,N=1.040867B,4,12,1.040867,16.777,2.6023,0.1048,8000,1.0002314089384712,0,train
B1:1.040867:9000,455,482,N=1.040867B,4,13,1.040867,18.874,2.5839,0.1179,9000,1.0002380333384986,0,train
B1:1.040867:10000,456,483,N=1.040867B,4,14,1.040867,20.972,2.5679,0.131,10000,1.0001956386944932,0,train
B1:1.040867:11000,457,484,N=1.040867B,4,15,1.040867,23.069,2.5543,0.1441,11000,1.0002043100338551,0,train
B1:1.040867:12000,458,485,N=1.040867B,4,16,1.040867,25.166,2.5417,0.1572,12000,1.0002115362648452,0,train
B1:1.040867:13000,459,486,N=1.040867B,4,17,1.040867,27.263,2.5305,0.1703,13000,1.0002176508495464,0,train
B1:1.040867:14000,460,487,N=1.040867B,4,18,1.040867,29.36,2.5205,0.1834,14000,1.0002228919816512,0,train
B1:1.040867:15000,461,488,N=1.040867B,4,19,1.040867,31.457,2.5113,0.1965,15000,1.0002274343405717,0,train
B1:1.040867:16000,462,489,N=1.040867B,4,20,1.040867,33.554,2.5032,0.2096,16000,1.0002314089384712,0,train
B1:1.040867:17000,463,490,N=1.040867B,4,21,1.040867,35.652,2.4953,0.2227,17000,1.0002068604563994,0,train
B1:1.040867:18000,464,491,N=1.040867B,4,22,1.040867,37.749,2.4879,0.2358,18000,1.0002115362648452,0,train
B1:1.040867:19000,465,492,N=1.040867B,4,23,1.040867,39.846,2.4814,0.2488,19000,0.9998138654724481,0,train
B1:1.040867:20000,466,493,N=1.040867B,4,24,1.040867,41.943,2.4749,0.2619,20000,0.99983772207723,0,train
B1:1.040867:21000,467,494,N=1.040867B,4,25,1.040867,44.04,2.4688,0.275,21000,0.9998593067791861,0,train
B1:1.040867:22000,468,495,N=1.040867B,4,26,1.040867,46.137,2.4636,0.2881,22000,0.9998789293631021,0,train
B1:1.040867:23000,469,496,N=1.040867B,4,27,1.040867,48.234,2.4582,0.3012,23000,0.9998968457415004,0,train
B1:1.040867:24000,470,497,N=1.040867B,4,28,1.040867,50.332,2.453,0.3143,24000,0.9998934028245575,0,train
B1:1.040867:25000,471,498,N=1.040867B,4,29,1.040867,52.429,2.4485,0.3274,25000,0.999909306766021,0,train
B1:1.040867:26000,472,499,N=1.040867B,4,30,1.040867,54.526,2.4439,0.3405,26000,0.9999239874171185,0,train
B1:1.040867:27000,473,500,N=1.040867B,4,31,1.040867,56.623,2.4396,0.3536,27000,0.9999375806894001,0,train
B1:1.040867:28000,474,501,N=1.040867B,4,32,1.040867,58.72,2.4358,0.3667,28000,0.9999502030798023,0,train
B1:1.040867:29000,475,502,N=1.040867B,4,33,1.040867,60.817,2.4321,0.3798,29000,0.999961955017776,0,train
B1:1.040867:30000,476,503,N=1.040867B,4,34,1.040867,62.915,2.4279,0.3929,30000,0.999957029512615,0,train
B1:1.040867:31000,477,504,N=1.040867B,4,35,1.040867,65.012,2.4246,0.406,31000,0.9999678029480136,0,train
B1:1.040867:32000,478,505,N=1.040867B,4,36,1.040867,67.109,2.4211,0.4191,32000,0.9999779030938675,0,train
B1:1.040867:33000,479,506,N=1.040867B,4,37,1.040867,69.206,2.4178,0.4322,33000,0.9999873911538947,0,train
B1:1.040867:34000,480,507,N=1.040867B,4,38,1.040867,71.303,2.4146,0.4453,34000,0.9999963211318813,0,train
B1:1.040867:35000,481,508,N=1.040867B,4,39,1.040867,73.4,2.4116,0.4584,35000,1.000004740860172,0,train
B1:1.040867:36000,482,509,N=1.040867B,4,40,1.040867,75.497,2.4088,0.4715,36000,1.0000126928567588,0,train
B1:1.040867:37000,483,510,N=1.040867B,4,41,1.040867,77.595,2.4058,0.4846,37000,1.0000073273545564,0,train
B1:1.040867:38000,484,511,N=1.040867B,4,42,1.040867,79.692,2.4032,0.4977,38000,1.0000147926962166,0,train
B1:1.040867:39000,485,512,N=1.040867B,4,43,1.040867,81.789,2.4006,0.5108,39000,1.0000218752279277,0,train
B1:1.040867:40000,486,513,N=1.040867B,4,44,1.040867,83.886,2.398,0.5239,40000,1.0000286036583825,0,train
B1:1.040867:41000,487,514,N=1.040867B,4,45,1.040867,85.983,2.3954,0.537,41000,1.000035003895621,0,train
B1:1.040867:42000,488,515,N=1.040867B,4,46,1.040867,88.08,2.3931,0.5501,42000,1.0000410993804187,0,train
B1:1.040867:43000,489,516,N=1.040867B,4,47,1.040867,90.178,2.3909,0.5632,43000,1.0000358216737715,0,train
B1:1.040867:44000,490,517,N=1.040867B,4,48,1.040867,92.275,2.3886,0.5763,44000,1.0000416214615817,0,train
B1:1.040867:45000,491,518,N=1.040867B,4,49,1.040867,94.372,2.3863,0.5894,45000,1.0000471635001646,0,train
B1:1.040867:46000,492,519,N=1.040867B,4,50,1.040867,96.469,2.3842,0.6025,46000,1.0000524645980329,0,train
B1:1.040867:47000,493,520,N=1.040867B,4,51,1.040867,98.566,2.3822,0.6156,47000,1.0000575401332885,0,train
B1:1.040867:48000,494,521,N=1.040867B,4,52,1.040867,100.663,2.38,0.6287,48000,1.000062404202615,0,train
B1:1.040867:49000,495,522,N=1.040867B,4,53,1.040867,102.76,2.3782,0.6418,49000,1.000067069752023,0,train
B1:1.040867:50000,496,523,N=1.040867B,4,54,1.040867,104.858,2.3762,0.6549,50000,1.0000620113027905,0,train
B1:1.040867:51000,497,524,N=1.040867B,4,55,1.040867,106.955,2.3745,0.668,51000,1.0000665015628825,0,train
B1:1.040867:52000,498,525,N=1.040867B,4,56,1.040867,109.052,2.3725,0.6811,52000,1.0000708191333325,0,train
B1:1.040867:53000,499,526,N=1.040867B,4,57,1.040867,111.149,2.3706,0.6941,53000,0.999930912282447,0,train
B1:1.040867:54000,500,527,N=1.040867B,4,58,1.040867,113.246,2.3689,0.7072,54000,0.9999375806894001,0,train
B1:1.040867:55000,501,528,N=1.040867B,4,59,1.040867,115.343,2.3674,0.7203,55000,0.9999440066256461,0,train
B1:1.040867:56000,502,529,N=1.040867B,4,60,1.040867,117.441,2.3658,0.7334,56000,0.999941688589947,0,train
B1:1.040867:57000,503,530,N=1.040867B,4,61,1.040867,119.538,2.364,0.7465,57000,0.9999478169549605,0,train
B1:1.040867:58000,504,531,N=1.040867B,4,62,1.040867,121.635,2.3626,0.7596,58000,0.9999537340126785,0,train
B1:1.040867:59000,505,532,N=1.040867B,4,63,1.040867,123.732,2.3608,0.7727,59000,0.9999594505067586,0,train
B1:1.040867:60000,506,533,N=1.040867B,4,64,1.040867,125.829,2.3595,0.7858,60000,0.9999649764646652,0,train
B1:1.040867:61000,507,534,N=1.040867B,4,65,1.040867,127.926,2.3579,0.7989,61000,0.9999703212563704,0,train
B1:1.040867:62000,508,535,N=1.040867B,4,66,1.040867,130.023,2.3565,0.812,62000,0.9999754936473741,0,train
B1:1.040867:63000,509,536,N=1.040867B,4,67,1.040867,132.121,2.3552,0.8251,63000,0.999972933174761,0,train
B1:1.040867:64000,510,537,N=1.040867B,4,68,1.040867,134.218,2.3537,0.8382,64000,0.9999779030938675,0,train
B1:1.040867:65000,511,538,N=1.040867B,4,69,1.040867,136.315,2.3524,0.8513,65000,0.999982720103604,0,train
B1:1.040867:66000,512,539,N=1.040867B,4,70,1.040867,138.412,2.3512,0.8644,66000,0.9999873911538947,0,train
B1:1.040867:67000,513,540,N=1.040867B,4,71,1.040867,140.509,2.3497,0.8775,67000,0.999991922779772,0,train
B1:1.040867:68000,514,541,N=1.040867B,4,72,1.040867,142.606,2.3485,0.8906,68000,0.9999963211318813,0,train
B1:1.040867:69000,515,542,N=1.040867B,4,73,1.040867,144.703,2.3471,0.9037,69000,1.000000592004334,0,train
B1:1.040867:70000,516,543,N=1.040867B,4,74,1.040867,146.801,2.346,0.9168,70000,0.9999979288851796,0,train
B1:1.040867:71000,517,544,N=1.040867B,4,75,1.040867,148.898,2.3449,0.9299,71000,1.0000020567888308,0,train
B1:1.040867:72000,518,545,N=1.040867B,4,76,1.040867,150.995,2.3433,0.943,72000,1.000006070036845,0,train
B1:1.040867:73000,519,546,N=1.040867B,4,77,1.040867,153.092,2.3423,0.9561,73000,1.0000099733407593,0,train
B1:1.040867:74000,520,547,N=1.040867B,4,78,1.040867,155.189,2.3413,0.9692,74000,1.0000137711574506,0,train
B1:1.040867:75000,521,548,N=1.040867B,4,79,1.040867,157.286,2.3401,0.9823,75000,1.000017467706113,0,train
B1:1.040867:76000,522,549,N=1.040867B,4,80,1.040867,159.384,2.339,0.9954,76000,1.0000147926962166,0,train
B1:1.040867:77000,523,550,N=1.040867B,4,81,1.040867,161.481,2.3378,1.0085,77000,1.0000183799491202,0,train
B1:1.040867:78000,524,551,N=1.040867B,4,82,1.040867,163.578,2.3368,1.0216,78000,1.0000218752279277,0,train
B1:1.040867:79000,525,552,N=1.040867B,4,83,1.040867,165.675,2.3357,1.0347,79000,1.0000252820250735,0,train
B1:1.040867:80000,526,553,N=1.040867B,4,84,1.040867,167.772,2.3348,1.0478,80000,1.0000286036583825,0,train
B1:1.040867:81000,527,554,N=1.040867B,4,85,1.040867,169.869,2.3337,1.0609,81000,1.000031843281848,0,train
B1:1.040867:82000,528,555,N=1.040867B,4,86,1.040867,171.966,2.3327,1.074,82000,1.000035003895621,0,train
B1:1.040867:83000,529,556,N=1.040867B,4,87,1.040867,174.064,2.3316,1.0871,83000,1.0000323431231297,0,train
B1:1.040867:84000,530,557,N=1.040867B,4,88,1.040867,176.161,2.3306,1.1002,84000,1.000035422521753,0,train
B1:1.040867:85000,531,558,N=1.040867B,4,89,1.040867,178.258,2.3297,1.1133,85000,1.0000384294692222,0,train
B1:1.040867:86000,532,559,N=1.040867B,4,90,1.040867,180.355,2.3288,1.1264,86000,1.0000413664927212,0,train
B1:1.040867:87000,533,560,N=1.040867B,4,91,1.040867,182.452,2.3278,1.1394,87000,0.9999564743326914,0,train
B1:1.040867:88000,534,561,N=1.040867B,4,92,1.040867,184.549,2.3269,1.1525,88000,0.9999602758531249,0,train
B1:1.040867:89000,535,562,N=1.040867B,4,93,1.040867,186.647,2.3262,1.1656,89000,0.9999586344376733,0,train
B1:1.040867:90000,536,563,N=1.040867B,4,94,1.040867,188.744,2.3252,1.1787,90000,0.9999623274666136,0,train
B1:1.040867:91000,537,564,N=1.040867B,4,95,1.040867,190.841,2.3242,1.1918,91000,0.9999659393360366,0,train
B1:1.040867:92000,538,565,N=1.040867B,4,96,1.040867,192.938,2.3235,1.2049,92000,0.9999694726922572,0,train
B1:1.040867:93000,539,566,N=1.040867B,4,97,1.040867,195.035,2.3225,1.218,93000,0.9999729300677763,0,train
B1:1.040867:94000,540,567,N=1.040867B,4,98,1.040867,197.132,2.3215,1.2311,94000,0.9999763138873389,0,train
B1:1.040867:95000,541,568,N=1.040867B,4,99,1.040867,199.229,2.3207,1.2442,95000,0.9999796264736005,0,train
B1:1.040867:96000,542,569,N=1.040867B,4,100,1.040867,201.327,2.3198,1.2573,96000,0.9999779030938676,0,train
B1:1.040867:97000,543,570,N=1.040867B,4,101,1.040867,203.424,2.3191,1.2704,97000,0.9999811309857692,0,train
B1:1.040867:98000,544,571,N=1.040867B,4,102,1.040867,205.521,2.3184,1.2835,98000,0.9999842930071344,0,train
B1:1.040867:99000,545,572,N=1.040867B,4,103,1.040867,207.618,2.3178,1.2966,99000,0.9999873911538947,0,test
B1:1.040867:100000,546,573,N=1.040867B,4,104,1.040867,209.715,2.3168,1.3097,100000,0.999990427342152,0,test
B1:1.040867:101000,547,574,N=1.040867B,4,105,1.040867,211.812,2.316,1.3228,101000,0.9999934034121273,0,test
B1:1.040867:102000,548,575,N=1.040867B,4,106,1.040867,213.91,2.3153,1.3359,102000,0.9999916462858194,0,test
B1:1.040867:103000,549,576,N=1.040867B,4,107,1.040867,216.007,2.3143,1.349,103000,0.9999945527250028,0,test
B1:1.040867:104000,550,577,N=1.040867B,4,108,1.040867,218.104,2.3138,1.3621,104000,0.9999974032752255,0,test
B1:1.040867:105000,551,578,N=1.040867B,4,109,1.040867,220.201,2.3131,1.3752,105000,1.0000001995331986,0,test
B1:1.040867:106000,552,579,N=1.040867B,4,110,1.040867,222.298,2.3122,1.3883,106000,1.0000029430353847,0,test
B1:1.040867:107000,553,580,N=1.040867B,4,111,1.040867,224.395,2.3117,1.4014,107000,1.0000056352608127,0,test
B1:1.040867:108000,554,581,N=1.040867B,4,112,1.040867,226.492,2.3109,1.4145,108000,1.000008277633736,0,test
B1:1.040867:109000,555,582,N=1.040867B,4,113,1.040867,228.59,2.3101,1.4276,109000,1.000006496834027,0,test
B1:1.040867:110000,556,583,N=1.040867B,4,114,1.040867,230.687,2.3096,1.4407,110000,1.0000090833239859,0,test
B1:1.040867:111000,557,584,N=1.040867B,4,115,1.040867,232.784,2.309,1.4538,111000,1.0000116232139256,0,test
B1:1.040867:112000,558,585,N=1.040867B,4,116,1.040867,234.881,2.3081,1.4669,112000,1.0000141177519701,0,test
B1:1.040867:113000,559,586,N=1.040867B,4,117,1.040867,236.978,2.3075,1.48,113000,1.0000165681420663,0,test
B1:1.040867:114000,560,587,N=1.040867B,4,118,1.040867,239.075,2.3068,1.4931,114000,1.0000189755459195,0,test
B1:1.040867:115000,561,588,N=1.040867B,4,119,1.040867,241.172,2.3061,1.5062,115000,1.0000213410848307,0,test
B1:1.040867:116000,562,589,N=1.040867B,4,120,1.040867,243.27,2.3056,1.5193,116000,1.0000195550852176,0,test
B1:1.040867:117000,563,590,N=1.040867B,4,121,1.040867,245.367,2.3048,1.5324,117000,1.000021875227928,0,test
B1:1.040867:118000,564,591,N=1.040867B,4,122,1.040867,247.464,2.3042,1.5455,118000,1.000024156049046,0,test
B1:1.040867:119000,565,592,N=1.040867B,4,123,1.040867,249.561,2.3036,1.5586,119000,1.0000263985398004,0,test
B1:1.040867:120000,566,593,N=1.040867B,4,124,1.040867,251.658,2.303,1.5717,120000,1.0000286036583828,0,test
B1:1.040867:121000,567,594,N=1.040867B,4,125,1.040867,253.755,2.3024,1.5848,121000,1.000030772331309,0,test
B1:1.040867:122000,568,595,N=1.040867B,4,126,1.040867,255.853,2.3019,1.5979,122000,1.0000289968317801,0,test
B1:1.040867:123000,569,596,N=1.040867B,4,127,1.040867,257.95,2.3011,1.6109,123000,0.9999690518610388,0,test
B1:1.040867:124000,570,597,N=1.040867B,4,128,1.040867,260.047,2.3005,1.624,124000,0.9999716482829066,0,test
B1:1.040867:125000,571,598,N=1.040867B,4,129,1.040867,262.144,2.2999,1.6371,125000,0.9999742031650357,0,test
B1:1.040867:126000,572,599,N=1.040867B,4,130,1.040867,264.241,2.2994,1.6502,126000,0.9999767174963962,0,test
B1:1.040867:127000,573,600,N=1.040867B,4,131,1.040867,266.338,2.2989,1.6633,127000,0.9999791922348118,0,test
B1:1.040867:128000,574,601,N=1.040867B,4,132,1.040867,268.435,2.2983,1.6764,128000,0.9999816283081766,0,test
B1:1.040867:129000,575,602,N=1.040867B,4,133,1.040867,270.533,2.2976,1.6895,129000,0.9999803302679358,0,test
B1:1.040867:130000,576,603,N=1.040867B,4,134,1.040867,272.63,2.2972,1.7026,130000,0.999982720103604,0,test
B1:1.040867:131000,577,604,N=1.040867B,4,135,1.040867,274.727,2.2967,1.7157,131000,0.9999850734558878,0,test
B1:1.040867:132000,578,605,N=1.040867B,4,136,1.040867,276.824,2.2961,1.7288,132000,0.9999873911538947,0,test
B1:1.040867:133000,579,606,N=1.040867B,4,137,1.040867,278.921,2.2957,1.7419,133000,0.9999896740017993,0,test
B1:1.040867:134000,580,607,N=1.040867B,4,138,1.040867,281.018,2.2949,1.755,134000,0.999991922779772,0,test
B1:1.040867:135000,581,608,N=1.040867B,4,139,1.040867,283.116,2.2943,1.7681,135000,0.9999906061444639,0,test
B1:1.040867:136000,582,609,N=1.040867B,4,140,1.040867,285.213,2.2937,1.7812,136000,0.9999928149932369,0,test
B1:1.040867:137000,583,610,N=1.040867B,4,141,1.040867,287.31,2.2935,1.7943,137000,0.9999949915983998,0,test
B1:1.040867:138000,584,611,N=1.040867B,4,142,1.040867,289.407,2.2929,1.8074,138000,0.999997136660849,0,test
B1:1.040867:139000,585,612,N=1.040867B,4,143,1.040867,291.504,2.2923,1.8205,139000,0.9999992508613137,0,test
B1:1.040867:140000,586,613,N=1.040867B,4,144,1.040867,293.601,2.2919,1.8336,140000,1.000001334861075,0,test
B1:1.040867:141000,587,614,N=1.040867B,4,145,1.040867,295.698,2.2912,1.8467,141000,1.0000033893026554,0,test
B1:1.040867:142000,588,615,N=1.040867B,4,146,1.040867,297.796,2.2911,1.8598,142000,1.0000020567888308,0,test
B1:1.040867:143000,589,616,N=1.040867B,4,147,1.040867,299.893,2.2904,1.8729,143000,1.0000040774441445,0,test
B1:1.416184:64,590,624,N=1.416184B,5,1,1.416184,0.134,4.1816,0.0011,64,0.9660885901691444,0,train
B1:1.416184:128,591,625,N=1.416184B,5,2,1.416184,0.268,3.7976,0.0023,128,1.0100017079041055,0,train
B1:1.416184:256,592,626,N=1.416184B,5,3,1.416184,0.537,3.4805,0.0046,256,1.008120885356798,0,train
B1:1.416184:512,593,627,N=1.416184B,5,4,1.416184,1.074,3.22,0.0091,512,0.997163049646398,0,train
B1:1.416184:1000,594,628,N=1.416184B,5,5,1.416184,2.097,3.0125,0.0178,1000,0.9989658409292248,0,train
B1:1.416184:2000,595,629,N=1.416184B,5,6,1.416184,4.194,2.8347,0.0356,2000,0.9989658409292248,0,train
B1:1.416184:3000,596,630,N=1.416184B,5,7,1.416184,6.291,2.7458,0.0535,3000,1.0008365634777814,0,train
B1:1.416184:4000,597,631,N=1.416184B,5,8,1.416184,8.389,2.6879,0.0713,4000,1.00024963514928,0,train
B1:1.416184:5000,598,632,N=1.416184B,5,9,1.416184,10.486,2.6471,0.0891,5000,0.9999929007911398,0,train
B1:1.416184:6000,599,633,N=1.416184B,5,10,1.416184,12.583,2.6148,0.1069,6000,0.9998217377512896,0,train
B1:1.416184:7000,600,634,N=1.416184B,5,11,1.416184,14.68,2.589,0.1247,7000,0.9996994751057945,0,train
B1:1.416184:8000,601,635,N=1.416184B,5,12,1.416184,16.777,2.5674,0.1426,8000,1.000309255441057,0,train
B1:1.416184:9000,602,636,N=1.416184B,5,13,1.416184,18.874,2.5491,0.1604,9000,1.0001599950706368,0,train
B1:1.416184:10000,603,637,N=1.416184B,5,14,1.416184,20.972,2.5336,0.1782,10000,0.9999929007911398,0,train
B1:1.416184:11000,604,638,N=1.416184B,5,15,1.416184,23.069,2.5196,0.196,11000,0.9998995398075501,0,train
B1:1.416184:12000,605,639,N=1.416184B,5,16,1.416184,25.166,2.507,0.2138,12000,0.9998217377512896,0,train
B1:1.416184:13000,606,640,N=1.416184B,5,17,1.416184,27.263,2.4958,0.2317,13000,1.0001875778979021,0,train
B1:1.416184:14000,607,641,N=1.416184B,5,18,1.416184,29.36,2.4859,0.2495,14000,1.0001003169161817,0,train
B1:1.416184:15000,608,642,N=1.416184B,5,19,1.416184,31.457,2.4769,0.2673,15000,1.0000246899922967,0,train
B1:1.416184:16000,609,643,N=1.416184B,5,20,1.416184,33.554,2.4682,0.2851,16000,0.9999585158704257,0,train
B1:1.416184:17000,610,644,N=1.416184B,5,21,1.416184,35.652,2.4602,0.3029,17000,0.99987208038665,0,train
B1:1.416184:18000,611,645,N=1.416184B,5,22,1.416184,37.749,2.4532,0.3208,18000,1.000133500064277,0,train
B1:1.416184:19000,612,646,N=1.416184B,5,23,1.416184,39.846,2.4464,0.3386,19000,1.0000720489473218,0,train
B1:1.416184:20000,613,647,N=1.416184B,5,24,1.416184,41.943,2.4398,0.3564,20000,1.000016742502529,0,train
B1:1.416184:21000,614,648,N=1.416184B,5,25,1.416184,44.04,2.4342,0.3742,21000,0.9999667029793858,0,train
B1:1.416184:22000,615,649,N=1.416184B,5,26,1.416184,46.137,2.4287,0.392,22000,0.9999212122080053,0,train
B1:1.416184:23000,616,650,N=1.416184B,5,27,1.416184,48.234,2.4235,0.4098,23000,0.999879676909842,0,train
B1:1.416184:24000,617,651,N=1.416184B,5,28,1.416184,50.332,2.4187,0.4277,24000,1.0000555594860303,0,train
B1:1.416184:25000,618,652,N=1.416184B,5,29,1.416184,52.429,2.4139,0.4455,25000,1.0000119740693025,0,train
B1:1.416184:26000,619,653,N=1.416184B,5,30,1.416184,54.526,2.4093,0.4633,26000,0.9999717411309841,0,train
B1:1.416184:27000,620,654,N=1.416184B,5,31,1.416184,56.623,2.4049,0.4811,27000,0.9999344881997888,0,train
B1:1.416184:28000,621,655,N=1.416184B,5,32,1.416184,58.72,2.4013,0.4989,28000,0.999899896010988,0,train
B1:1.416184:29000,622,656,N=1.416184B,5,33,1.416184,60.817,2.3971,0.5168,29000,1.0000611996275182,0,train
B1:1.416184:30000,623,657,N=1.416184B,5,34,1.416184,62.915,2.3934,0.5346,30000,1.0000087951390821,0,train
B1:1.416184:31000,624,658,N=1.416184B,5,35,1.416184,65.012,2.3898,0.5524,31000,0.9999751540423912,0,train
B1:1.416184:32000,625,659,N=1.416184B,5,36,1.416184,67.109,2.3865,0.5702,32000,0.9999436153575904,0,train
B1:1.416184:33000,626,660,N=1.416184B,5,37,1.416184,69.206,2.3831,0.5881,33000,1.0000840413694487,0,train
B1:1.416184:34000,627,661,N=1.416184B,5,38,1.416184,71.303,2.3799,0.6059,34000,1.000051155427439,0,train
B1:1.416184:35000,628,662,N=1.416184B,5,39,1.416184,73.4,2.3769,0.6237,35000,1.0000201485541043,0,train
B1:1.416184:36000,629,663,N=1.416184B,5,40,1.416184,75.497,2.374,0.6415,36000,0.9999908641707596,0,train
B1:1.416184:37000,630,664,N=1.416184B,5,41,1.416184,77.595,2.3712,0.6593,37000,0.999950275671479,0,train
B1:1.416184:38000,631,665,N=1.416184B,5,42,1.416184,79.692,2.3684,0.6772,38000,1.0000720489473218,0,train
B1:1.416184:39000,632,666,N=1.416184B,5,43,1.416184,81.789,2.3659,0.695,39000,1.0000436867199567,0,train
B1:1.416184:40000,633,667,N=1.416184B,5,44,1.416184,83.886,2.3633,0.7128,40000,1.000016742502529,0,train
B1:1.416184:41000,634,668,N=1.416184B,5,45,1.416184,85.983,2.361,0.7306,41000,0.9999911125454535,0,train
B1:1.416184:42000,635,669,N=1.416184B,5,46,1.416184,88.08,2.3581,0.7484,42000,0.9999667029793858,0,train
B1:1.416184:43000,636,670,N=1.416184B,5,47,1.416184,90.178,2.3562,0.7663,43000,1.0000628455100564,0,train
B1:1.416184:44000,637,671,N=1.416184B,5,48,1.416184,92.275,2.354,0.7841,44000,1.0000379154791053,0,train
B1:1.416184:45000,638,672,N=1.416184B,5,49,1.416184,94.372,2.3514,0.8019,45000,1.0000140933673443,0,train
B1:1.416184:46000,639,673,N=1.416184B,5,50,1.416184,96.469,2.3495,0.8197,46000,0.9999913069244174,0,train
B1:1.416184:47000,640,674,N=1.416184B,5,51,1.416184,98.566,2.3474,0.8375,47000,0.9999694900484976,0,train
B1:1.416184:48000,641,675,N=1.416184B,5,52,1.416184,100.663,2.3453,0.8553,48000,0.9999485821458608,0,train
B1:1.416184:49000,642,676,N=1.416184B,5,53,1.416184,102.76,2.3434,0.8732,49000,1.000043053800412,0,train
B1:1.416184:50000,643,677,N=1.416184B,5,54,1.416184,104.858,2.3414,0.891,50000,1.0000119740693025,0,train
B1:1.416184:51000,644,678,N=1.416184B,5,55,1.416184,106.955,2.3399,0.9088,51000,0.999991463189075,0,train
B1:1.416184:52000,645,679,N=1.416184B,5,56,1.416184,109.052,2.338,0.9266,52000,0.9999717411309841,0,train
B1:1.416184:53000,646,680,N=1.416184B,5,57,1.416184,111.149,2.3362,0.9444,53000,0.9999527632479346,0,train
B1:1.416184:54000,647,681,N=1.416184B,5,58,1.416184,113.246,2.3345,0.9623,54000,1.0000384098884398,0,train
B1:1.416184:55000,648,682,N=1.416184B,5,59,1.416184,115.343,2.3326,0.9801,55000,1.0000189099872103,0,train
B1:1.416184:56000,649,683,N=1.416184B,5,60,1.416184,117.441,2.331,0.9979,56000,0.9999915915488066,0,train
B1:1.416184:57000,650,684,N=1.416184B,5,61,1.416184,119.538,2.3295,1.0157,57000,0.9999735972787899,0,train
B1:1.416184:58000,651,685,N=1.416184B,5,62,1.416184,121.635,2.3277,1.0335,58000,0.9999562234549314,0,train
B1:1.416184:59000,652,686,N=1.416184B,5,63,1.416184,123.732,2.3264,1.0514,59000,1.000034553098003,0,train
B1:1.416184:60000,653,687,N=1.416184B,5,64,1.416184,125.829,2.3248,1.0692,60000,1.0000167425025288,0,train
B1:1.416184:61000,654,688,N=1.416184B,5,65,1.416184,127.926,2.3233,1.087,61000,0.9999995158199215,0,train
B1:1.416184:62000,655,689,N=1.416184B,5,66,1.416184,130.023,2.3219,1.1048,62000,0.9999828447982886,0,train
B1:1.416184:63000,656,690,N=1.416184B,5,67,1.416184,132.121,2.3205,1.1226,63000,0.9999591344119139,0,train
B1:1.416184:64000,657,691,N=1.416184B,5,68,1.416184,134.218,2.319,1.1405,64000,1.0000312989436442,0,train
B1:1.416184:65000,658,692,N=1.416184B,5,69,1.416184,136.315,2.3178,1.1583,65000,1.000014908484368,0,train
B1:1.416184:66000,659,693,N=1.416184B,5,70,1.416184,138.412,2.3162,1.1761,66000,0.9999990146697914,0,train
B1:1.416184:67000,660,694,N=1.416184B,5,71,1.416184,140.509,2.3151,1.1939,67000,0.9999835952636755,0,train
B1:1.416184:68000,661,695,N=1.416184B,5,72,1.416184,142.606,2.3138,1.2117,68000,0.9999686293377023,0,train
B1:1.416184:69000,662,696,N=1.416184B,5,73,1.416184,144.703,2.3125,1.2296,69000,1.000035427318811,0,train
B1:1.416184:70000,663,697,N=1.416184B,5,74,1.416184,146.801,2.3113,1.2474,70000,1.0000133364741555,0,train
B1:1.416184:71000,664,698,N=1.416184B,5,75,1.416184,148.898,2.3099,1.2652,71000,0.9999985841057039,0,train
B1:1.416184:72000,665,699,N=1.416184B,5,76,1.416184,150.995,2.3089,1.283,72000,0.9999842414954113,0,train
B1:1.416184:73000,666,700,N=1.416184B,5,77,1.416184,153.092,2.3077,1.3008,73000,0.9999702918051122,0,train
B1:1.416184:74000,667,701,N=1.416184B,5,78,1.416184,155.189,2.3065,1.3187,74000,1.0000325538344201,0,train
B1:1.416184:75000,668,702,N=1.416184B,5,79,1.416184,157.286,2.3055,1.3365,75000,1.0000183319903766,0,train
B1:1.416184:76000,669,703,N=1.416184B,5,80,1.416184,159.384,2.3042,1.3543,76000,0.9999982101959229,0,train
B1:1.416184:77000,670,704,N=1.416184B,5,81,1.416184,161.481,2.303,1.3721,77000,0.9999848037991812,0,train
B1:1.416184:78000,671,705,N=1.416184B,5,82,1.416184,163.578,2.3019,1.3899,78000,0.9999717411309841,0,train
B1:1.416184:79000,672,706,N=1.416184B,5,83,1.416184,165.675,2.3011,1.4078,79000,1.000030044090573,0,train
B1:1.416184:80000,673,707,N=1.416184B,5,84,1.416184,167.772,2.2999,1.4256,80000,1.000016742502529,0,train
B1:1.416184:81000,674,708,N=1.416184B,5,85,1.416184,169.869,2.2991,1.4434,81000,1.000003769325556,0,train
B1:1.416184:82000,675,709,N=1.416184B,5,86,1.416184,171.966,2.2978,1.4612,82000,0.9999911125454535,0,train
